Id,Response
11430,8
11431,8
11432,8
11433,4
11435,6
11437,6
11439,7
11441,5
11444,8
11447,8
11458,1
11461,8
11464,6
11467,5
11471,8
11476,5
11477,1
11480,6
11485,5
11487,8
11489,7
11500,2
11502,5
11509,7
11518,1
11521,3
11523,7
11526,1
11528,5
11534,5
11542,4
11548,4
11550,7
11551,3
11552,5
11565,2
11566,4
11570,5
11572,7
11584,7
11588,5
11592,5
11598,3
11604,8
11606,2
11607,8
11609,8
11613,1
11615,8
11616,7
11617,3
11619,8
11621,8
11622,8
11623,7
11625,1
11629,8
11634,7
11637,7
11642,1
11657,4
11663,5
11666,4
11671,4
11681,1
11683,5
11694,8
11697,8
11700,7
11703,8
11713,1
11721,8
11725,6
11729,6
11736,8
11739,7
11740,6
11744,5
11750,6
11752,5
11753,5
11754,4
11759,6
11760,8
11767,8
11772,4
11776,1
11780,5
11783,4
11786,8
11790,8
11792,8
11797,3
11799,7
11801,8
11807,4
11813,5
11818,7
11835,6
11842,1
11843,6
11850,8
11861,8
11868,7
11871,4
11877,6
11887,6
11891,5
11897,8
11900,8
11906,6
11911,8
11913,1
11914,8
11915,8
11921,3
11925,1
11926,5
11932,8
11933,8
11936,1
11939,8
11941,3
11946,2
11947,5
11953,5
11958,8
11959,5
11960,8
11961,4
11962,2
11977,8
11978,8
11985,8
11986,7
11992,5
11997,5
12001,5
12006,3
12010,8
12017,8
12019,8
12041,5
12044,6
12050,3
12055,7
12062,8
12064,8
12068,5
12072,8
12073,5
12077,5
12080,1
12082,2
12088,8
12090,5
12092,5
12093,7
12094,8
12099,1
12106,6
12115,8
12124,7
12128,7
12132,8
12139,4
12147,8
12154,4
12162,4
12167,2
12169,8
12170,8
12171,7
12173,5
12178,8
12180,7
12182,2
12185,6
12195,5
12198,7
12204,8
12205,8
12206,2
12207,4
12209,3
12212,5
12215,6
12230,8
12236,3
12241,8
12244,6
12246,3
12261,8
12262,8
12265,3
12267,6
12268,7
12276,1
12279,4
12292,3
12295,5
12297,6
12308,8
12312,6
12317,6
12318,3
12321,8
12326,8
12328,8
12331,3
12336,5
12341,8
12343,3
12345,8
12349,8
12350,3
12353,5
12354,8
12361,4
12366,8
12380,8
12381,8
12386,5
12393,8
12396,7
12397,1
12401,4
12404,4
12410,1
12413,8
12417,7
12423,8
12428,8
12431,7
12433,8
12436,7
12440,7
12441,5
12448,3
12450,6
12452,5
12454,5
12457,8
12458,5
12459,5
12460,3
12472,8
12481,8
12483,7
12485,6
12486,6
12490,5
12499,3
12501,8
12506,7
12507,8
12512,7
12513,4
12515,8
12521,8
12526,8
12538,8
12542,5
12547,6
12548,1
12549,5
12553,4
12554,6
12556,3
12561,5
12562,5
12563,7
12565,3
12568,8
12569,7
12570,5
12577,4
12578,3
12582,3
12583,8
12597,7
12601,8
12606,4
12607,7
12619,3
12622,7
12625,5
12631,8
12635,4
12636,8
12641,4
12643,8
12651,8
12655,8
12660,8
12664,8
12677,8
12681,7
12683,5
12688,8
12689,3
12693,6
12694,8
12696,4
12707,3
12716,6
12720,4
12734,5
12735,7
12738,8
12741,5
12746,1
12753,6
12758,8
12760,8
12768,6
12771,5
12776,4
12780,6
12790,5
12792,3
12793,8
12795,8
12796,8
12797,7
12800,8
12803,8
12807,7
12809,4
12812,2
12816,8
12818,4
12819,1
12823,8
12825,7
12827,8
12829,4
12830,8
12838,8
12839,8
12843,5
12847,3
12848,6
12871,1
12873,3
12874,5
12875,5
12883,8
12890,6
12895,8
12900,7
12901,8
12902,6
12903,8
12904,4
12905,1
12908,4
12911,8
12912,4
12924,7
12930,3
12941,8
12950,8
12951,7
12956,5
12958,7
12967,4
12968,6
12980,8
12982,8
12983,4
12988,5
12996,8
12999,8
13005,4
13008,4
13009,7
13011,5
13012,3
13013,8
13015,5
13016,8
13018,4
13021,8
13024,5
13026,8
13031,7
13032,6
13034,8
13036,8
13039,5
13040,2
13043,6
13044,4
13060,3
13065,5
13075,8
13080,8
13088,4
13095,5
13102,6
13105,3
13107,5
13111,6
13112,1
13120,8
13122,8
13123,8
13124,7
13130,6
13132,6
13140,8
13142,6
13143,4
13144,3
13148,8
13151,7
13154,6
13166,7
13169,1
13175,7
13177,1
13178,8
13179,3
13182,5
13186,6
13188,6
13193,6
13199,2
13206,4
13216,7
13218,8
13228,8
13231,8
13235,3
13246,8
13253,8
13256,8
13259,8
13262,1
13266,3
13269,6
13271,4
13273,8
13274,7
13283,2
13288,6
13296,4
13297,7
13305,6
13312,8
13316,8
13319,8
13320,5
13328,5
13329,8
13335,4
13338,4
13340,7
13344,3
13345,4
13347,4
13350,3
13352,7
13354,3
13362,3
13368,5
13371,7
13374,8
13376,4
13377,4
13381,8
13385,8
13387,7
13395,3
13399,6
13406,8
13407,8
13411,8
13412,8
13422,5
13425,6
13427,5
13431,8
13438,8
13444,5
13445,8
13451,4
13454,1
13459,5
13465,1
13466,2
13472,4
13474,3
13478,4
13480,7
13483,8
13486,6
13499,8
13507,1
13511,6
13521,5
13522,4
13539,4
13541,7
13552,5
13556,4
13557,8
13561,3
13564,5
13573,5
13580,3
13583,3
13584,5
13585,2
13589,7
13590,6
13599,8
13601,6
13604,1
13611,8
13623,3
13629,7
13630,4
13632,8
13633,6
13636,8
13637,8
13644,5
13649,8
13652,8
13657,4
13661,8
13662,7
13664,2
13666,7
13680,5
13681,7
13684,5
13687,2
13689,1
13691,6
13692,6
13697,8
13701,6
13703,3
13709,2
13710,7
13712,8
13720,6
13721,2
13725,7
13728,7
13732,8
13736,4
13740,7
13744,7
13746,7
13750,4
13751,8
13754,8
13756,5
13764,5
13767,8
13776,8
13778,7
13784,8
13788,6
13789,5
13794,4
13798,2
13804,8
13806,1
13807,6
13808,8
13811,8
13831,3
13836,4
13840,8
13841,5
13843,8
13848,5
13851,8
13858,8
13865,1
13869,5
13871,7
13872,7
13873,8
13874,2
13876,3
13884,5
13893,7
13897,8
13907,5
13912,8
13917,3
13932,7
13933,3
13939,5
13942,8
13943,4
13954,5
13956,8
13960,5
13964,5
13965,1
13967,3
13971,5
13972,5
13973,5
13974,5
13976,8
13979,4
13990,7
13994,6
14008,6
14016,8
14023,8
14032,6
14035,6
14038,7
14040,8
14045,1
14052,8
14054,8
14056,4
14076,7
14078,5
14080,8
14085,8
14089,2
14090,8
14091,8
14096,1
14105,8
14108,6
14110,8
14117,1
14118,5
14119,1
14120,8
14122,1
14123,3
14124,3
14125,5
14135,5
14136,8
14138,8
14144,7
14146,4
14151,6
14163,8
14179,8
14181,3
14186,5
14190,4
14197,7
14198,5
14202,8
14203,6
14205,4
14208,4
14211,8
14220,8
14223,8
14227,8
14228,5
14237,3
14238,5
14240,2
14252,8
14254,7
14257,2
14260,5
14264,6
14266,7
14272,8
14273,4
14276,8
14277,7
14278,6
14279,5
14305,8
14313,5
14316,8
14318,3
14322,3
14334,4
14342,8
14346,6
14348,4
14350,7
14357,8
14359,3
14361,5
14363,8
14366,5
14371,6
14372,4
14375,4
14378,8
14380,8
14382,3
14384,8
14385,4
14388,8
14389,6
14391,2
14392,7
14402,5
14412,8
14414,5
14427,1
14428,8
14443,3
14449,3
14453,1
14460,4
14462,4
14465,3
14468,7
14472,8
14474,8
14475,5
14477,8
14479,4
14482,7
14489,8
14497,5
14500,8
14508,8
14509,8
14522,8
14525,8
14538,6
14539,2
14541,8
14543,5
14544,6
14549,4
14550,1
14552,6
14556,6
14563,7
14564,8
14566,3
14572,1
14574,7
14575,6
14579,3
14582,6
14585,5
14591,3
14592,8
14595,7
14604,8
14607,6
14612,8
14616,1
14618,3
14632,6
14633,5
14634,5
14635,4
14650,7
14657,2
14661,6
14662,8
14664,8
14672,5
14677,8
14681,8
14684,8
14689,7
14697,7
14700,7
14701,5
14717,8
14721,6
14733,7
14735,1
14737,7
14739,2
14740,7
14748,8
14750,7
14752,6
14754,4
14755,8
14763,6
14765,3
14779,5
14782,5
14785,4
14790,5
14792,8
14801,8
14812,2
14813,5
14816,7
14817,5
14819,6
14823,6
14831,8
14836,6
14838,6
14840,4
14844,8
14849,4
14851,6
14852,8
14858,7
14859,5
14862,4
14863,5
14869,7
14879,8
14882,6
14885,8
14890,8
14893,1
14897,8
14898,8
14901,1
14902,8
14917,2
14922,8
14924,7
14934,8
14940,8
14941,6
14945,5
14948,5
14956,2
14962,4
14963,8
14966,8
14972,8
14974,6
14977,8
14980,8
14990,7
14991,4
14998,3
15000,8
15014,8
15021,6
15025,8
15031,5
15036,8
15042,5
15047,3
15049,8
15055,6
15058,8
15059,8
15061,1
15069,8
15070,1
15072,8
15077,4
15085,8
15101,3
15105,3
15107,1
15108,3
15109,8
15111,3
15112,8
15113,4
15122,6
15128,4
15129,6
15131,8
15135,4
15136,5
15138,7
15140,8
15151,2
15160,8
15170,3
15171,1
15177,1
15184,5
15187,6
15195,7
15196,3
15202,1
15203,8
15205,2
15220,5
15222,8
15224,8
15226,5
15229,8
15232,8
15234,5
15250,8
15254,8
15258,4
15260,4
15261,8
15272,2
15276,8
15278,8
15282,8
15289,5
15290,8
15294,4
15298,6
15300,1
15304,7
15307,8
15308,7
15314,8
15322,6
15323,3
15330,8
15333,2
15334,3
15335,8
15341,5
15342,2
15343,5
15345,8
15346,8
15355,6
15356,8
15360,3
15364,6
15368,6
15389,3
15398,8
15400,1
15401,3
15405,3
15406,8
15408,6
15414,3
15416,6
15417,8
15428,6
15431,8
15434,7
15436,6
15437,8
15438,1
15440,5
15448,8
15449,3
15450,3
15451,8
15454,6
15459,8
15466,6
15468,5
15475,5
15478,4
15482,8
15483,8
15485,8
15494,8
15497,8
15504,4
15507,7
15519,8
15520,3
15521,5
15524,5
15534,8
15539,7
15540,5
15541,8
15543,8
15547,6
15548,6
15551,8
15563,7
15565,6
15569,8
15570,8
15572,7
15575,4
15584,5
15585,7
15587,8
15588,5
15592,8
15593,6
15599,2
15603,6
15605,8
15606,6
15607,6
15622,8
15623,2
15628,8
15630,1
15632,8
15635,8
15642,7
15643,8
15647,4
15648,3
15651,2
15652,6
15655,5
15656,4
15657,7
15659,5
15663,5
15664,3
15665,8
15666,8
15667,6
15672,4
15676,8
15685,3
15697,8
15705,6
15706,8
15715,7
15720,7
15724,4
15725,5
15726,7
15729,8
15731,6
15745,8
15753,3
15754,4
15760,6
15763,5
15764,5
15767,7
15770,5
15772,5
15777,4
15781,6
15784,7
15785,7
15799,3
15803,4
15805,5
15806,8
15808,8
15810,5
15816,7
15818,8
15824,4
15825,6
15827,8
15834,2
15835,8
15837,8
15839,8
15843,4
15845,4
15850,2
15852,8
15853,1
15864,3
15866,4
15868,1
15869,6
15876,8
15877,3
15882,5
15891,2
15900,6
15905,8
15913,7
15918,6
15925,3
15933,3
15936,4
15939,3
15940,8
15944,5
15945,8
15950,8
15951,3
15958,2
15971,4
15972,3
15976,6
15979,1
15980,2
15984,8
15985,5
15986,7
15987,4
15988,8
15990,8
15991,8
15993,3
16008,8
16009,8
16011,5
16016,3
16022,3
16024,3
16025,5
16031,4
16032,5
16036,8
16039,8
16043,5
16044,3
16046,3
16051,5
16052,7
16056,1
16057,8
16061,3
16067,4
16070,4
16073,2
16075,8
16076,5
16079,8
16081,5
16082,8
16083,5
16086,8
16088,7
16094,5
16097,5
16099,5
16102,6
16107,6
16112,7
16115,3
16119,8
16120,7
16123,1
16128,8
16134,4
16138,6
16141,8
16142,8
16144,5
16154,6
16155,5
16159,2
16161,8
16163,7
16168,7
16169,7
16170,5
16173,6
16175,6
16176,7
16177,4
16182,1
16183,6
16186,5
16188,7
16194,6
16201,2
16204,7
16205,7
16208,5
16212,8
16213,6
16221,6
16227,4
16231,1
16233,8
16234,3
16235,8
16238,7
16239,8
16245,3
16247,7
16248,1
16252,4
16257,8
16259,8
16260,5
16262,8
16264,4
16268,6
16273,5
16277,7
16284,7
16290,8
16291,8
16304,8
16307,8
16309,5
16310,3
16317,5
16319,4
16323,6
16329,8
16340,4
16345,8
16348,8
16350,8
16353,8
16363,8
16364,8
16366,2
16379,1
16387,8
16390,5
16392,3
16393,8
16396,4
16398,6
16400,8
16403,8
16409,7
16414,8
16417,5
16418,7
16420,4
16421,7
16422,8
16430,2
16432,5
16433,8
16434,6
16435,4
16436,4
16444,5
16451,8
16458,8
16463,8
16466,4
16469,6
16471,6
16475,1
16480,3
16481,4
16486,1
16489,8
16493,3
16499,4
16507,7
16509,3
16514,5
16515,8
16518,8
16520,4
16525,8
16531,3
16532,4
16534,7
16537,7
16538,5
16539,5
16540,5
16549,5
16558,5
16560,6
16569,2
16571,8
16574,8
16581,7
16583,8
16590,7
16594,8
16616,4
16617,2
16619,8
16623,8
16629,1
16634,8
16640,2
16641,1
16642,8
16650,1
16656,2
16658,6
16664,2
16671,8
16676,8
16678,5
16685,3
16693,8
16695,8
16698,8
16702,8
16708,8
16713,5
16727,8
16728,5
16736,7
16743,5
16746,8
16751,5
16752,8
16754,8
16775,5
16782,5
16783,7
16785,8
16796,3
16797,4
16804,4
16814,8
16816,8
16819,2
16828,3
16834,5
16836,2
16840,6
16841,8
16844,4
16845,1
16860,6
16867,8
16869,8
16878,6
16879,5
16885,1
16897,8
16904,5
16905,7
16911,6
16912,6
16916,8
16918,7
16923,8
16927,8
16932,8
16938,1
16939,8
16944,5
16948,8
16956,8
16961,5
16964,4
16966,7
16971,8
16972,8
16978,8
16983,8
16989,7
16990,8
16992,3
16994,8
16997,6
17002,5
17008,6
17015,8
17018,1
17019,7
17026,1
17029,4
17035,1
17038,4
17044,3
17047,4
17051,4
17054,4
17055,8
17070,8
17073,6
17075,5
17078,6
17079,8
17080,5
17081,6
17082,7
17084,2
17090,8
17091,3
17103,8
17120,3
17128,7
17129,4
17130,5
17133,7
17135,7
17136,5
17138,4
17164,4
17165,1
17175,7
17176,1
17189,8
17191,1
17193,7
17194,6
17201,8
17203,5
17208,3
17212,8
17213,4
17214,7
17215,6
17219,7
17225,8
17226,3
17227,8
17233,5
17235,5
17245,8
17254,7
17258,8
17261,4
17262,7
17263,5
17265,3
17273,3
17276,6
17278,5
17281,7
17284,5
17287,7
17290,6
17292,5
17298,5
17299,8
17300,5
17301,8
17302,5
17311,4
17314,3
17321,8
17322,8
17324,6
17328,5
17331,7
17332,6
17337,4
17343,7
17344,1
17345,8
17348,8
17354,4
17362,7
17363,8
17365,8
17376,8
17383,7
17385,6
17391,1
17394,4
17395,8
17396,6
17401,6
17404,7
17405,8
17407,5
17411,8
17424,2
17427,6
17435,6
17438,5
17440,8
17444,8
17445,7
17449,8
17456,8
17458,5
17459,8
17468,8
17470,5
17472,7
17477,2
17479,4
17483,7
17485,8
17492,5
17493,5
17496,4
17499,8
17506,8
17507,4
17513,8
17516,5
17520,3
17524,7
17528,7
17538,8
17541,3
17545,6
17546,3
17552,8
17553,3
17555,5
17565,3
17567,4
17571,5
17573,7
17574,7
17580,4
17582,3
17598,7
17602,5
17606,2
17607,8
17623,7
17632,8
17633,8
17643,3
17646,7
17647,8
17648,8
17657,8
17658,8
17659,7
17667,7
17670,6
17677,6
17678,4
17680,6
17683,4
17684,7
17688,5
17689,5
17693,8
17694,8
17701,6
17702,6
17703,5
17704,7
17708,8
17710,4
17711,5
17712,8
17714,7
17715,7
17716,8
17718,8
17720,4
17724,8
17729,8
17731,8
17734,5
17741,6
17742,4
17744,5
17746,4
17749,6
17752,1
17753,8
17756,5
17757,3
17758,7
17766,5
17769,6
17778,8
17780,6
17781,6
17794,1
17801,6
17805,8
17811,3
17820,7
17824,5
17827,7
17830,7
17832,4
17838,3
17839,6
17840,8
17850,7
17856,5
17859,6
17861,4
17864,7
17868,3
17869,1
17871,2
17872,5
17874,8
17884,4
17885,8
17886,7
17887,4
17892,7
17893,2
17894,6
17897,7
17905,3
17908,8
17913,3
17915,1
17918,4
17922,6
17923,1
17924,2
17925,4
17929,8
17938,8
17940,7
17941,3
17944,1
17953,4
17956,2
17960,5
17965,8
17969,2
17973,3
17977,7
17979,8
17981,5
17982,8
17984,4
17986,4
17989,2
17997,5
17998,5
18000,8
18004,5
18010,4
18012,8
18013,6
18015,1
18027,7
18029,7
18034,5
18043,7
18049,5
18050,8
18053,8
18058,2
18061,1
18063,3
18065,6
18066,3
18071,8
18077,5
18078,7
18083,8
18086,8
18089,8
18096,6
18105,8
18106,8
18107,2
18109,7
18111,7
18115,8
18123,7
18124,5
18125,8
18126,4
18127,8
18132,7
18133,7
18136,7
18145,8
18146,8
18161,8
18166,8
18168,6
18176,8
18177,4
18178,8
18183,6
18184,7
18186,8
18192,8
18193,3
18197,5
18198,3
18204,7
18206,7
18207,4
18211,8
18212,8
18216,1
18223,6
18225,6
18227,5
18228,5
18229,8
18233,6
18244,3
18248,8
18251,3
18253,5
18256,1
18262,4
18269,5
18270,5
18274,5
18275,8
18283,8
18285,8
18291,5
18292,7
18293,8
18294,8
18297,5
18299,7
18302,7
18309,2
18311,8
18313,2
18326,8
18331,4
18335,8
18336,8
18337,5
18342,8
18351,5
18358,8
18359,1
18361,1
18362,8
18367,2
18369,3
18370,6
18374,4
18376,8
18377,5
18378,6
18380,8
18381,8
18383,8
18389,8
18390,2
18393,5
18394,3
18398,3
18400,6
18404,8
18406,1
18407,7
18410,1
18411,2
18412,5
18413,8
18416,8
18422,4
18427,7
18428,8
18430,5
18437,1
18438,1
18443,8
18445,5
18446,1
18453,4
18457,8
18459,3
18460,8
18462,5
18464,2
18469,5
18473,4
18474,7
18479,1
18480,3
18481,6
18484,4
18487,6
18492,3
18502,1
18504,5
18509,5
18512,8
18515,6
18517,1
18521,5
18537,8
18538,4
18542,7
18543,6
18546,6
18549,2
18552,8
18558,6
18560,6
18562,8
18566,8
18568,6
18569,6
18570,1
18571,8
18575,5
18576,4
18585,5
18587,7
18588,7
18589,5
18590,8
18596,8
18597,7
18600,4
18612,6
18615,5
18620,8
18624,5
18629,8
18632,7
18636,2
18637,4
18638,4
18639,8
18640,5
18643,6
18645,8
18646,8
18653,4
18656,6
18662,2
18666,4
18668,3
18671,5
18672,8
18673,5
18677,4
18680,1
18681,5
18683,6
18687,1
18689,8
18691,8
18703,8
18706,4
18715,5
18720,6
18722,2
18737,8
18738,5
18742,8
18744,6
18774,4
18784,5
18785,7
18787,7
18788,3
18798,8
18799,6
18802,8
18810,4
18811,7
18813,4
18816,8
18819,5
18821,8
18823,8
18828,2
18831,4
18833,7
18835,5
18840,5
18843,5
18846,4
18852,8
18867,8
18871,3
18872,7
18879,1
18880,8
18886,5
18888,8
18889,1
18897,5
18898,8
18900,5
18901,5
18908,5
18921,3
18923,6
18932,8
18939,7
18949,1
18951,5
18957,1
18958,3
18975,7
18982,8
18987,3
18990,8
18991,2
18999,1
19008,5
19010,8
19012,6
19014,6
19016,7
19017,8
19018,8
19024,4
19025,8
19030,6
19032,4
19034,3
19041,6
19042,3
19043,7
19045,6
19047,3
19048,7
19050,8
19051,8
19057,8
19060,5
19063,8
19069,8
19073,3
19074,5
19078,2
19080,5
19082,6
19096,1
19104,4
19105,2
19108,7
19112,7
19114,3
19127,3
19128,4
19129,8
19130,1
19131,8
19140,6
19145,5
19147,6
19148,5
19151,4
19160,4
19163,6
19164,6
19168,5
19171,8
19175,6
19180,2
19181,8
19189,6
19191,7
19193,2
19200,1
19202,1
19203,4
19205,3
19206,5
19207,7
19209,6
19213,8
19240,3
19241,8
19243,1
19247,7
19248,8
19252,1
19254,1
19272,1
19273,4
19285,4
19289,5
19295,5
19298,3
19301,8
19304,7
19315,7
19316,6
19317,3
19318,8
19321,4
19322,8
19325,6
19333,7
19341,8
19342,6
19346,5
19348,7
19351,7
19354,8
19356,1
19374,7
19375,5
19376,1
19380,3
19386,7
19388,8
19389,4
19393,4
19398,8
19399,5
19403,4
19406,4
19410,6
19416,8
19417,8
19422,4
19427,1
19436,7
19440,6
19442,4
19443,8
19446,5
19447,7
19456,8
19460,4
19468,7
19469,5
19470,8
19475,1
19478,8
19481,1
19482,5
19488,8
19490,3
19491,3
19497,8
19502,5
19504,3
19508,4
19511,6
19518,8
19520,8
19522,8
19530,8
19542,5
19544,3
19546,1
19547,5
19549,4
19552,7
19556,8
19559,8
19562,4
19564,6
19567,8
19568,4
19580,5
19581,7
19582,8
19585,4
19591,8
19594,2
19598,8
19602,8
19612,6
19613,6
19618,5
19623,1
19624,4
19628,1
19629,7
19631,5
19633,7
19636,8
19637,1
19641,8
19642,2
19655,8
19656,4
19658,8
19664,8
19665,8
19667,6
19668,8
19669,7
19673,7
19675,8
19676,6
19678,4
19680,1
19683,8
19684,8
19692,4
19698,2
19700,1
19702,4
19705,4
19706,7
19707,4
19711,8
19714,8
19718,4
19720,8
19735,2
19736,4
19741,5
19744,8
19745,5
19748,8
19750,8
19763,6
19767,4
19775,8
19778,8
19779,1
19782,8
19784,8
19785,3
19786,8
19788,8
19789,8
19791,1
19792,5
19794,4
19796,5
19802,3
19803,7
19804,5
19806,8
19812,7
19816,7
19818,8
19819,8
19820,4
19821,3
19823,5
19830,8
19834,2
19838,7
19841,8
19843,8
19847,3
19848,8
19850,4
19854,4
19861,5
19865,7
19866,8
19869,1
19871,7
19877,3
19885,8
19886,5
19888,8
19889,8
19895,7
19896,7
19899,6
19901,6
19907,3
19909,3
19910,6
19911,4
19918,6
19919,8
19928,1
19931,8
19944,1
19948,8
19956,8
19957,6
19961,6
19964,8
19965,3
19969,8
19978,6
19982,8
19983,5
19987,3
19988,3
19989,8
19992,8
19995,8
19996,8
20009,3
20017,8
20025,8
20032,7
20034,6
20039,3
20042,2
20044,5
20048,3
20051,7
20056,7
20064,8
20065,6
20069,5
20073,4
20087,6
20088,6
20097,6
20098,8
20106,8
20108,5
20113,3
20117,8
20119,7
20120,3
20122,2
20125,6
20126,5
20127,6
20131,6
20133,3
20136,3
20137,3
20144,3
20146,8
20147,2
20149,6
20158,6
20164,7
20170,3
20172,4
20175,5
20182,2
20187,5
20197,4
20199,5
20201,8
20204,8
20216,8
20221,5
20224,8
20226,4
20227,2
20230,3
20232,4
20235,6
20237,3
20240,8
20243,8
20245,4
20246,4
20250,8
20256,7
20261,3
20274,6
20280,7
20281,5
20282,1
20283,5
20291,7
20294,8
20300,7
20301,5
20306,5
20307,4
20311,6
20318,1
20319,8
20321,5
20324,6
20327,8
20328,5
20330,8
20332,6
20333,5
20334,7
20343,7
20354,8
20358,8
20368,8
20369,6
20371,7
20374,8
20379,8
20380,5
20385,4
20391,5
20392,7
20393,7
20394,5
20404,5
20413,1
20414,2
20418,2
20422,5
20428,2
20431,6
20435,1
20439,4
20454,5
20460,8
20462,4
20464,8
20477,8
20482,8
20484,1
20487,5
20505,6
20506,7
20507,5
20512,6
20514,1
20515,4
20517,8
20522,5
20523,8
20524,8
20525,6
20530,3
20544,8
20545,8
20552,7
20554,5
20557,8
20564,5
20568,5
20570,4
20579,1
20586,3
20591,5
20597,8
20602,8
20608,2
20609,7
20618,5
20619,8
20636,8
20640,4
20646,4
20654,8
20656,3
20661,7
20664,8
20665,8
20666,6
20671,8
20694,4
20695,5
20704,5
20705,5
20707,8
20710,8
20711,1
20712,8
20714,4
20722,2
20732,8
20738,2
20745,8
20746,7
20747,5
20751,8
20755,5
20762,8
20763,7
20769,6
20774,6
20780,8
20782,7
20783,3
20784,1
20811,1
20812,6
20814,7
20825,7
20827,4
20828,1
20830,2
20833,3
20835,8
20843,1
20846,3
20847,3
20849,2
20851,1
20858,8
20863,8
20870,1
20875,5
20879,8
20881,5
20887,5
20892,8
20895,6
20903,1
20905,2
20907,5
20908,8
20912,4
20915,6
20917,3
20918,5
20923,8
20924,4
20925,7
20927,8
20935,4
20937,6
20943,3
20945,7
20949,6
20950,8
20964,8
20970,5
20980,8
20990,2
20991,6
20996,8
21000,7
21002,6
21004,4
21011,8
21014,8
21015,5
21022,5
21026,1
21037,1
21038,3
21039,8
21061,8
21063,7
21065,5
21069,3
21071,8
21084,8
21086,3
21087,3
21089,6
21094,8
21095,8
21098,8
21103,6
21105,6
21106,8
21108,8
21109,4
21111,5
21112,8
21120,8
21125,7
21141,8
21142,8
21144,6
21146,5
21150,7
21159,6
21165,1
21166,4
21180,8
21183,5
21186,6
21187,8
21189,7
21193,8
21194,8
21205,8
21208,8
21209,6
21210,2
21211,6
21214,5
21221,1
21228,5
21235,6
21239,8
21242,8
21244,5
21245,5
21251,8
21260,5
21267,1
21269,7
21275,4
21281,8
21282,6
21286,1
21287,8
21292,2
21294,7
21305,1
21323,6
21329,5
21331,6
21332,6
21334,7
21340,2
21344,8
21346,7
21347,5
21348,1
21354,8
21365,6
21367,5
21368,5
21369,3
21371,8
21377,5
21379,7
21381,7
21382,1
21383,5
21387,5
21390,8
21394,4
21395,4
21397,4
21399,8
21400,5
21401,7
21402,6
21405,6
21406,8
21409,8
21411,8
21412,5
21416,7
21421,3
21422,5
21425,8
21428,7
21431,8
21434,7
21436,4
21444,3
21448,8
21453,8
21457,1
21461,8
21476,2
21480,3
21484,5
21489,2
21490,5
21494,4
21496,7
21506,3
21508,2
21515,3
21516,2
21517,8
21524,6
21543,8
21558,6
21559,2
21566,5
21572,8
21575,8
21578,5
21589,1
21595,3
21596,5
21605,5
21621,4
21628,8
21630,8
21632,8
21643,7
21645,8
21652,2
21660,4
21661,6
21664,3
21665,3
21666,3
21669,8
21673,8
21674,4
21675,4
21676,5
21680,5
21688,3
21693,6
21695,3
21697,1
21699,8
21705,7
21706,4
21707,2
21709,7
21711,1
21712,8
21717,5
21722,8
21726,3
21731,5
21732,4
21744,6
21745,6
21752,8
21759,4
21763,6
21765,3
21772,3
21779,5
21787,2
21790,6
21793,8
21794,5
21799,8
21809,1
21816,5
21819,5
21822,5
21837,1
21838,4
21839,5
21846,7
21848,5
21849,8
21856,7
21858,5
21866,8
21870,8
21873,8
21878,6
21881,8
21887,4
21890,8
21897,8
21902,8
21909,1
21915,6
21918,3
21920,8
21923,3
21924,5
21929,8
21933,3
21944,3
21946,2
21947,3
21953,8
21959,8
21969,1
21972,3
21975,5
21978,7
21979,6
21996,8
22001,8
22016,3
22017,6
22022,3
22028,7
22029,1
22033,8
22034,4
22037,2
22040,8
22042,8
22044,3
22045,6
22048,7
22054,1
22056,2
22057,8
22058,6
22065,4
22069,6
22073,3
22075,7
22077,3
22080,6
22082,5
22084,7
22085,7
22087,5
22089,7
22092,6
22093,6
22097,6
22099,7
22100,4
22101,8
22109,8
22111,7
22113,8
22114,3
22115,8
22117,2
22118,1
22128,8
22131,8
22132,7
22139,8
22140,5
22144,3
22158,1
22161,3
22162,8
22163,5
22164,5
22172,8
22176,5
22179,8
22181,8
22182,8
22184,7
22185,6
22187,4
22188,5
22196,3
22197,5
22213,7
22221,1
22222,7
22223,8
22225,4
22226,3
22227,7
22236,8
22238,4
22239,8
22241,7
22243,3
22244,2
22248,2
22253,8
22255,5
22257,1
22259,8
22267,4
22269,3
22271,5
22272,6
22273,4
22276,2
22279,6
22281,4
22286,8
22288,8
22292,8
22300,8
22301,1
22308,2
22317,8
22318,5
22321,4
22322,8
22328,5
22329,5
22331,6
22333,8
22334,8
22337,3
22338,5
22342,7
22346,1
22348,7
22354,8
22358,6
22359,3
22361,8
22368,1
22369,1
22370,8
22372,8
22375,6
22376,8
22378,8
22379,8
22381,1
22382,6
22394,8
22404,7
22405,4
22406,5
22410,5
22413,4
22420,1
22423,6
22425,3
22428,4
22431,3
22434,6
22440,4
22449,8
22452,8
22453,8
22458,7
22459,5
22464,1
22466,7
22475,7
22480,6
22482,5
22486,7
22487,1
22489,6
22490,6
22493,3
22494,3
22496,8
22500,5
22506,6
22516,8
22520,4
22527,8
22530,5
22534,1
22535,7
22544,3
22546,2
22547,6
22557,8
22559,4
22561,3
22566,1
22567,8
22570,6
22574,5
22584,8
22588,4
22589,7
22590,1
22591,4
22592,6
22596,3
22598,1
22600,3
22602,3
22603,5
22604,1
22610,5
